Sample	virus_id	virus_length	provirus	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	kmer_freq	coordinates	genetic_code	virus_score	n_hallmarks	marker_enrichment	taxonomy	Genome type	Host type	Covered Fraction_Aphro18	RPKM_Aphro18	Covered Fraction_Povisternata	RPKM_Povisternata	Covered Fraction_Pcaliculata14	RPKM_Pcaliculata14	Covered Fraction_Characella	RPKM_Characella	Covered Fraction_Paratimea	RPKM_Paratimea	Covered Fraction_Pcaliculata07	RPKM_Pcaliculata07	Covered Fraction_Chondrilla	RPKM_Chondrilla	Covered Fraction_Ggar08	RPKM_Ggar08	Covered Fraction_Phycopsis	RPKM_Phycopsis	Covered Fraction_Bolosoma	RPKM_Bolosoma	Covered Fraction_Gmega17	RPKM_Gmega17	Covered Fraction_Ggar09	RPKM_Ggar09	Covered Fraction_Farrea	RPKM_Farrea	Covered Fraction_Pcaliculata13	RPKM_Pcaliculata13	Covered Fraction_Gmega16	RPKM_Gmega16
Aphro18	Aphro18_contig_1671	15307	No	27	1	0	Low-quality	Genome-fragment	25.7	HMM-based (lower-bound)	1.0		11	0.9564	1	2.8074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.99986935	3.4451416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2165	20253	No	20	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	1.03		11	0.8905	0	1.7183	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae	ssRNA-RT	Eukaryote	0.99995065	28.996872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094850145	0.24015391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2235	16073	No	21	3	0	Low-quality	Genome-fragment	5.07	HMM-based (lower-bound)	1.0		11	0.9247	1	3.0779	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales;Adintoviridae	dsDNA	Eukaryote	1.0	52.94267	0.0	0.0	0.0	0.0	0.18241772	3.9120157	0.0037329684	0.19684261	0.0	0.0	0.21352579	3.636718	0.0	0.0	0.16375288	4.5391374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2358	13280	No	21	1	0	Low-quality	Genome-fragment	2.89	HMM-based (lower-bound)	1.0		11	0.9048	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales;Adintoviridae	dsDNA	Eukaryote	1.0	79.419846	0.0	0.0	0.0	0.0	0.48170182	2.3673882	0.0	0.0	0.0	0.0	0.066340365	3.0472472	0.009036144	0.28479278	0.099246986	3.296275	0.0	0.0	0.0	0.0	0.0	0.0	0.010240964	0.32666367	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2365	10927	No	19	2	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	1.0		11	0.9228	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae	dsDNA	Eukaryote	1.0	14.697663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2418	14309	No	15	2	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	1.01		11	0.927	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Arteriviridae	ssRNA(+)	Eukaryote	1.0	43.72257	0.0	0.0	0.0	0.0	0.144175	0.31387752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2494	18926	No	32	1	1	Low-quality	Genome-fragment	5.12	HMM-based (lower-bound)	1.0		11	0.966	1	7.2082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	4.306203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2574	18461	No	26	1	0	Low-quality	Genome-fragment	7.11	HMM-based (lower-bound)	1.01		11	0.8396	0	3.3968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	2.7267072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2664	25276	No	9	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	1.03		11	0.7764	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Malacoherpesviridae	dsDNA	Eukaryote	1.0	266.67447	0.0	0.0	0.0	0.0	0.014757082	0.3553785	0.010721633	0.06258607	0.0	0.0	0.022511473	0.35578278	0.0	0.0	0.012818484	0.57728714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2677	13655	No	20	2	0	Low-quality	Genome-fragment	18.68	HMM-based (lower-bound)	1.02		11	0.71	1	3.3474	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales;Adintoviridae	dsDNA	Eukaryote	1.0	10.532561	0.0	0.0	0.0	0.0	0.23786159	0.98673165	0.0	0.0	0.0	0.0	0.11592823	0.32928473	0.0	0.0	0.13313805	0.7123892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2753	14456	No	5	3	0	Not-determined	Genome-fragment	0.0		1.17		11	0.7145	1	1.1587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	3890.0422	0.0	0.0	0.0	0.0	0.5250415	13.048802	0.18089375	0.98487335	0.0	0.0	0.25387383	13.374686	0.0	0.0	0.2818899	11.439571	0.0	0.0	0.0	0.0	0.0	0.0	0.08017432	10.503132	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_2826	11641	No	21	1	0	Low-quality	Genome-fragment	4.38	HMM-based (lower-bound)	1.0		11	0.9601	0	13.0023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	1.2354791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04123357	0.4178195	0.529336	0.7905658	0.38372993	1.2818514	0.0	0.0	0.612748	7.8257847	0.0	0.0	0.5530453	2.8189037
Aphro18	Aphro18_contig_2988	9645	No	8	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	1.02		11	0.7066	0	0.0	Unclassified	Unknown	Unknown	1.0	24.604095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32089165	0.46618795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3236	24387	No	41	5	0	Low-quality	Genome-fragment	26.41	HMM-based (lower-bound)	1.0		11	0.9681	5	13.2694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	3.931661	0.0	0.0	0.0	0.0	0.31381473	0.1841667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19920449	0.711542	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3356	7397	No	12	2	0	Low-quality	Genome-fragment	1.11	HMM-based (lower-bound)	1.0		11	0.7584	0	0.0	Unclassified	Unknown	Unknown	1.0	63.838852	0.0	0.0	0.0	0.0	0.6271461	3.64305	0.08990131	0.21386042	0.0	0.0	0.9840476	3.6471941	0.0	0.0	0.85277814	3.9452507	0.0	0.0	0.0	0.0	0.0	0.0	0.04609977	0.5864666	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3398	11142	No	9	1	0	Low-quality	Genome-fragment	1.52	AAI-based (high-confidence)	1.22		11	0.8473	0	2.7759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.9998205	380.78912	0.0	0.0	0.0	0.0	0.06318435	1.612376	0.051606532	0.14197859	0.0	0.0	0.017860347	0.40355256	0.0	0.0	0.23999283	1.3095952	0.0	0.0	0.0	0.0	0.0	0.0	0.070633635	4.6721525	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3424	13102	No	30	5	1	Low-quality	Genome-fragment	8.76	HMM-based (lower-bound)	1.0		11	0.9778	1	12.0102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	5.122652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11166234	0.9933049	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3434	19055	No	18	1	0	Low-quality	Genome-fragment	8.82	HMM-based (lower-bound)	1.13		11	0.9004	0	3.4366	Unclassified	Unknown	Unknown	1.0	3234.7085	0.0	0.0	0.0	0.0	0.2430858	9.663721	0.13670953	0.9132081	0.0	0.0	0.30989242	8.258903	0.013014956	0.19848062	0.23001836	15.059899	0.0	0.0	0.0	0.0	0.0	0.0	0.07441616	25.49811	0.0	0.0	0.009866177	0.4305282
Aphro18	Aphro18_contig_3480	24396	No	33	2	0	Low-quality	Genome-fragment	32.12	HMM-based (lower-bound)	1.01		11	0.9637	1	4.8305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	6.0918264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041933104	0.19937027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3501	74869	No	129	13	3	Medium-quality	Genome-fragment	64.36	HMM-based (lower-bound)	1.0		11	0.9699	6	36.8823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	5.4107704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45356557	3.6503747	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3503	83116	No	202	5	2	Medium-quality	Genome-fragment	64.29	HMM-based (lower-bound)	1.0		11	0.9641	2	15.4511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	43.63437	0.0	0.0	0.0	0.0	0.00079407095	0.32421723	0.00067375717	0.019032745	0.0	0.0	0.04374609	0.2704884	0.0	0.0	0.00067375717	0.35111195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3527	22777	No	20	3	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	1.0		11	0.9114	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	12.628716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_3534	38533	No	62	4	0	Low-quality	Genome-fragment	27.26	HMM-based (lower-bound)	1.0		11	0.9657	3	11.3567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	1.0	11.570565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27781382	0.25245047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_649	6441	No	1	1	0	Not-determined	Genome-fragment	0.0		1.02		11	0.7356	0	0.0	Unclassified	Unknown	Unknown	1.0	1576.8108	0.0	0.0	0.0	0.0	0.9691042	6.2756495	0.099984474	0.24560247	0.0	0.0	0.9174041	4.8866134	0.0	0.0	0.78698957	6.0410953	0.0	0.0	0.0	0.0	0.0	0.0	0.75345445	14.143762	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_761	19496	No	23	1	0	Low-quality	Genome-fragment	4.24	HMM-based (lower-bound)	1.0		11	0.799	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae	dsDNA	Eukaryote	1.0	17.581865	0.004462454	5.6778913	0.0033853098	2.523763	0.0031801395	83.62394	0.0056934757	5.9232955	0.004565039	41.833942	0.0028210916	1.8450483	0.0035391876	2.3278918	0.004565039	3.2432232	0.0028210916	2.5962439	0.0028723842	4.082077	0.0028210916	1.3373461	0.0028723842	2.0026078	0.0033340172	1.7692177	0.0029236767	8.415792
Aphro18	Aphro18_contig_765	77240	No	54	5	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	1.07		11	0.7445	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Malacoherpesviridae	dsDNA	Eukaryote	1.0	90.95949	0.0010616261	0.15085743	0.0010616261	0.1960056	0.22487053	1.1047928	0.0010616261	0.3891324	0.0	0.0	0.23350595	1.1060497	0.0010745728	0.29378936	0.17949249	0.8815862	0.0010616261	0.2978695	0.0010616261	0.38638097	0.0010616261	0.22503798	0.009709995	0.2246553	0.0010875195	0.14885496	0.0010616261	0.42484283
Aphro18	Aphro18_contig_777	24246	No	13	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	1.05		11	0.701	0	0.0	Unclassified	Unknown	Unknown	1.0	63.56899	0.0	0.0	0.0	0.0	0.088426955	0.9261885	0.0	0.0	0.0	0.0	0.029448157	0.18544844	0.0	0.0	0.116349086	1.2036221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphro18	Aphro18_contig_877	17742	No	19	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	1.0		11	0.784	0	0.0	Unclassified	Unknown	Unknown	1.0	26.885923	0.0	0.0	0.0	0.0	0.0272799	0.50628716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bolosoma	Bolosoma_contig_10075_99_43489	43391	Yes	62	5	2	Medium-quality	Genome-fragment	60.63	HMM-based (lower-bound)	1.01	99-43489	11	0.9158	7	17.6132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.2402572	13.695551	0.10068908	5.320849	0.054550484	0.93156314	0.036620498	0.8385216	0.3761379	9.10633	0.13081054	27.14969	0.09610288	8.716204	0.37560785	24.884695	1.0	244.7566	0.099513724	11.119334	0.12827545	28.742222	0.0	0.0	0.40962413	23.406178	0.073909335	10.776699
Bolosoma	Bolosoma_contig_10106_208597_234783	26187	Yes	37	7	0	Low-quality	Genome-fragment	35.08	HMM-based (lower-bound)	1.0	208597-234783	11	0.8399	5	16.5883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.11020736	0.091535315	0.7950892	42.93886	0.7400237	33.9651	0.64104325	33.78703	0.504487	42.22576	0.79997706	44.105988	0.8721885	48.076797	0.83293235	57.192158	0.86325276	72.43656	1.0	107.71422	0.77443004	72.93772	0.9007141	49.284325	0.0	0.0	0.80528504	54.150227	0.7556039	72.36637
Bolosoma	Bolosoma_contig_10148_2_5800	5799	Yes	7	3	0	Low-quality	Genome-fragment	13.27	AAI-based (medium-confidence)	1.0	2-5800	11	0.7535	2	7.3587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.62114155	3.0140266	0.3416106	8.484788	0.101051904	3.0979643	0.0	0.0	0.3823073	5.241391	0.42679772	27.138023	0.76771855	5.217518	0.6666667	40.259384	1.0	83.31717	0.47801346	25.73208	0.35488877	23.229866	0.0	0.0	0.8948094	11.235182	0.6023452	35.366936
Bolosoma	Bolosoma_contig_10173_45551_64397	18847	Yes	21	6	1	Low-quality	Genome-fragment	22.17	HMM-based (lower-bound)	1.0	45551-64397	11	0.8314	5	13.1783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.5459755	7.1099176	0.4862843	2.81149	0.3349074	5.480941	0.09842415	1.5108324	0.56173396	5.9132867	0.7452645	7.8729043	0.51276064	4.615435	0.76903486	14.709965	0.9998939	47.36503	0.79131955	12.931848	0.7663289	11.7588825	0.011779063	0.23017423	0.6328328	7.1172156	0.7228206	13.928947
Bolosoma	Bolosoma_contig_124_15547_33489	17943	Yes	26	8	0	Low-quality	Genome-fragment	22.01	HMM-based (lower-bound)	1.0	15547-33489	11	0.9459	2	17.2398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.65585464	3.8964145	0.5870256	2.109384	0.0	0.0	0.0	0.0	0.23212394	1.4116381	0.99994427	15.53674	0.6443181	6.3234377	1.0	54.75646	1.0	68.72868	0.0	0.0	0.9850638	11.382584	0.0	0.0	0.5179179	2.5631292	0.0	0.0
Bolosoma	Bolosoma_contig_12902	11793	No	14	1	0	Low-quality	Genome-fragment	17.18	HMM-based (lower-bound)	1.0		11	0.7628	1	6.3032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.09531078	0.4065183	0.99957603	181.8036	0.8081913	48.783173	0.66302043	25.897278	0.0	0.0	0.99957603	274.05948	0.9956754	114.001396	0.8988383	162.59631	0.987111	131.97894	1.0	121.73868	0.9838039	152.6831	0.9967778	80.32861	0.0	0.0	0.9007886	109.19413	0.68939203	119.65054
Bolosoma	Bolosoma_contig_13010	8750	No	9	5	0	Low-quality	Genome-fragment	12.29	HMM-based (lower-bound)	1.0		11	0.8326	2	4.18	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.37245715	2.6633663	0.20731428	4.3255634	0.0	0.0	0.0	0.0	0.10982857	2.8947456	0.42845714	7.1942124	0.44754285	10.373618	0.0872	3.8910694	1.0	262.94217	0.05817143	1.1369168	0.4352	6.952773	0.0	0.0	0.42102858	15.768077	0.05782857	0.93756735
Bolosoma	Bolosoma_contig_13878_25714_35249	9536	Yes	15	2	0	Low-quality	Genome-fragment	8.76	HMM-based (lower-bound)	1.0	25714-35249	11	0.9193	2	5.6146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.772651	9.164399	0.81270975	4.7628374	0.0	0.0	0.17659396	0.16588984	0.54844797	4.2498364	0.20511745	3.3006163	0.14901426	0.7932148	0.14230286	2.0402	1.0	22.196775	0.9986367	20.86414	0.12667786	3.189847	0.0	0.0	0.534396	2.8133004	0.9963297	17.205778
Bolosoma	Bolosoma_contig_14472_1_1_24028	24028	Yes	49	2	0	Low-quality	Genome-fragment	13.52	HMM-based (lower-bound)	1.0	1-24028	11	0.7429	0	1.4408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010321292	0.0	0.0	0.0	0.41780424	1.0121186	1.0	7.2771993	0.12697686	0.8280358	0.12805893	0.0	0.0	0.0	0.0	0.0	0.017105045	0.34142312
Bolosoma	Bolosoma_contig_15022	10092	No	12	3	0	Low-quality	Genome-fragment	13.33	HMM-based (lower-bound)	1.0		11	0.7608	0	4.9889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.0	0.0	0.8753468	4.0411015	0.0	0.0	0.979786	3.1152313	0.0	0.0	0.2797265	1.0039248	0.7448474	2.673236	0.0	0.0	0.9987118	30.844786	1.0	28.26915	0.9972255	8.378734	0.9985137	9.042326	0.0	0.0	0.0	0.0	0.9196393	9.754714
Bolosoma	Bolosoma_contig_16686_62077_85442	23366	Yes	38	5	2	Medium-quality	Genome-fragment	54.03	HMM-based (lower-bound)	1.0	62077-85442	11	0.7525	6	19.3691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	0.008730634	0.10258646	0.07643585	2.493415	0.09633656	1.9437823	0.115167335	9.0340605	0.07823333	9.681389	0.065864936	2.168024	0.078190535	7.1200104	0.07998802	9.064226	0.22061971	8.534509	0.9998716	27.570332	0.088376276	6.386216	0.1343405	4.649366	0.0	0.0	0.07913207	2.7883599	0.07968844	5.61754
